text	NOT	HOF
[USER] I'm sorry Ron. Sending ❤ and healing energy. IndiaCovidCrisis	0.97628444	0.023715502
"He was very quick. Not enough to get me to aggy, BUT I woulda[CUR]™ve yelled at his dumb ass. ""Come on dick head with those dumb ass dances, do that stupid shit at your house or something"" You know, keep it simple lol [URL]"	0.015280611	0.9847194
False promises and utter lies [USER] [USER] [USER] You are failed indianpolitics. nooxygen IndiaNeedsOxygen IndiaCovidCrisis gujaratgovernment	0.12812091	0.8718791
History will always remember that Modi made the entire country a cremation ground to win just one state. He is a minister of only BJP party not a pm of india ,so resigned from the post of my country, you are a murderer of lots of people ResignPMmodi	0.037004698	0.96299535
[USER] [USER] We need Ethan Winters to say it too.	0.9608722	0.03912786
I still don't believe that the IPL will resume after a one week gap, in a newly created bubble in Mumbai. It looks like things have gone too far now. It may be a case of shifting the 2nd half to later in the year. IPL2021 iplsuspended IndiaCovidCrisis	0.9428288	0.057171166
cancel12thboardexams2021 Resign_PM_Modi [USER] Because of your overconfidence and ignorance hundreds of indian citizens are dying everyday and now you are ignoring lakhs of student's daily plea to cancel exam... [URL]	0.04855071	0.95144933
Horrible visual's the law in Bengal has failed, Bengal is also being made like Kashmir. We have to be cautious soon, else it can happen to anyone Pathetic situation in Bengal💔 BengalViolence BengalBurning	0.59240854	0.40759143
How do the citizens make Big Corporations and Governments Accountable for misusing their Powers in evil ways and yet they continue and get away with all they do ? Where does this damn thing end ? Can't citizens do anything ?? JusticeForSushantSinghRajput ChineseVirus	0.33136544	0.6686346
[USER] [USER] [USER] [USER] [USER] Ia[CUR]™m not a troll pussy	0.015933096	0.98406684
[USER] Is this a good done or a fuck off done?	0.014027381	0.98597264
It's really easy to get out negative emotions but when you have an abundance of love and shit and have no direction for these emotions, what kind of a negative impact does it have on you to experience good emotions, but have no direction for them?	0.41089553	0.5891044
ModiKaVaccineJumla RahulGandhi has not taken vaccination till now and is creating fear in people to step back to take vaccination. Be a responsible leader first.	0.60480154	0.39519846
Just recieved my second shot. I am fully vaccinated! Screw you Covid! COVID19 CovidVaccine [URL]	0.7270531	0.27294683
What a frustrating experience of Covd-19 vaccine. When I see that available stock is 50, then only I booked the slot. After I reached the hospital there was no vaccine available. CovidVaccine	0.9764746	0.02352543
[USER] Bastard. You can tell him that.	0.034399685	0.96560025
[USER] Go go. Ur sitting on pile of bodies of innocent ppl who trusted u. Ur an embarrassment to the nation. [USER] [USER] ResignPMmodi AmitShah	0.0552489	0.944751
Dear World, Religion is like a penis It's fine to have one and fine to be proud of, but please don't whip it out in public and start waving it around... and PLEASE don't try to shove it down my throat Sincerely, tired of hearing your religious guff😡 Islamophobia Sickularis	0.24031205	0.75968796
[USER] You son of a bitch	0.020280154	0.9797198
[USER] [USER] Notably, though, the list does not include Jason Miller's hooker's publisher. Jason may be going through some things.	0.56084156	0.4391585
5 at the back scum cunt 4 right backs and 4 centre backs balding fuck going out in the round of 16	0.014466496	0.98553354
i've come to make an announcement: shadow the hedgehog is a bitch ass motherfucker.	0.013456876	0.9865432
Why is Johnson trying to make us all American? The twat.	0.02981189	0.9701881
"[USER] ""I'd better be."" Chuuya said playfully. He leaned his head against them once again and shifted a little closer. ""I'd hate to bloody my knuckles on some background bastard getting too touchy with my fluffy."""	0.11288788	0.8871121
Alright which fucker pqrted this [URL]	0.020136155	0.9798639
Today's Cowboys Report: - Cutting a CB? - PFF's Jaylon Smith trade idea? - The Malik Hooker situation explained WATCH: [URL]	0.7984669	0.20153308
I have coworkers whose family and friends are sick and dying in India. Other offshore coworkers are sick themselves. Praying the international community does the right thing to help India. Yes, India's Covid crisis hurts everyone. PrayForIndia IndiaCovidCrisis [URL]	0.82266235	0.17733765
Damn I really wish I was in a band again	0.71679944	0.2832006
[USER] You know that story of father son and donkey. These liberals are like those villagers in the story	0.6211593	0.37884068
ResignModi ExitModi Resign_PM_Modi ModiMadeDisaster [USER] [USER] [USER] [USER] I am ashamed of my Prime minister, my country and its jurisdiction, Democracy of india and it's 4 pillars. I am also ashamed of myself breathing and others struggling to breathe. [URL]	0.05944752	0.9405525
Iono my head giver radar usually be on point if I think she can eat the dick I'm usually corrected 🤣	0.027669784	0.9723302
[USER] Delhi is already struggling because of high pollution levels....this is the reason why most people are suffering severely as their lungs are already damaged due to pollution....modi is a disaster for India as he was for Gujarat...ResignModi	0.049200784	0.9507992
Agar me kisi apne ko kho du , due to lack of medical, beds and drugs facility . Whom should I blame ? Myself or my family Or the failed government [USER] SecondCOVIDWave IndiaCovidCrisis FailedPMModi murdererpmmodi	0.37903675	0.6209632
The Government that Can't manage: Defeat Vaccines Oxygen Foreign Aid Pandemic Has No Right to Remain in Power Resign_PM_Modi To save further Loss of Lives...	0.08608617	0.9139138
[USER] Not supporting what is happening in bengal. But where are you all can't you heard India screaming, crying 😰😭 where are you ??? People are dying , but you all just lie big lie Y™SY™Y™ tanashahi in India. [USER] please Resign_	0.10632353	0.8936765
You are not only national but international embarrassment. For country's sake ResignPMmodi	0.067035295	0.93296474
cancel12thboardexams2021 Resign_PM_Modi [USER] Because of your overconfidence and ignorance hundreds of indian citizens are dying everyday and now you are ignoring lakhs of student's daily plea to cancel exam...	0.048010044	0.95198995
Life's a bitch so I had to pimp it	0.029627243	0.9703728
"[USER] [USER] ""Why didn't you claw her, man?"" ""DUDE! She was swatting me and pushing with her bare hands. I wasn't gonna piss her off! God knows what she'd do!"""	0.31080198	0.689198
"""bts will never fuck you"" i am a lesbian"	0.016475273	0.9835247
We should be ashamed as Indians 23000 millionaires is not a joke, we can't even treat our industrialists properly??? AdarPoonawalla IndiaCovidCrisis IndiansDyingModiEnjoying [URL]	0.67293924	0.32706076
[USER] [USER] wasnt richard branson the same wanker who sued the nhs? and now he wants a say in how they run? fucking insanity	0.01755961	0.9824405
Heart wrenching to see people gasping for air, left to themselves to die. Praying for the people of India. IndiaCovidCrisis COVID19India IndiaCovidCrisis	0.9800765	0.019923484
I tweeted this last night, retweeting this morning because it is simply so extraordinary, and devastating. A real time thread of an Indian man trying to get oxygen for his loved one IndiaCovidCrisis [URL]	0.9828469	0.017153066
C'mon Twitter.. do your thing. Make this greedy twat so embarrassed he hates to go to a game again. ChicagoFan [URL]	0.03432161	0.9656784
'It's exhausting and gives me a lot of anxiety': Indians in Ireland on the Covid horrors back home. [URL] IndiaCovidCrisis 🇮🇳Ireland 🇮🇪 From [USER]	0.97946405	0.020535912
This is anti-Islamic Law, This is against human Rights. Islamophobia in France [URL]	0.6726805	0.32731944
US had similar number of cases per day, still Australians from America were allowed in, why is this discrimination only for India You will put them in jail for 5yrs if they travel to Australia. This is inhuman. IndiaCovidCrisis [URL]	0.36251867	0.63748133
Is it common for dj's and artists to not get paid at an event charging [CUR]200-[CUR]300+ a ticket? Cuz what the fuck? Y	0.04136573	0.9586343
[USER] Fuck that shit	0.015344145	0.98465586
Highly disturbing video... god have mercy.. please 🙏 COVIDSecondWaveInIndia ModiKaVaccineJumla [URL]	0.94027245	0.059727564
[USER] [USER] [USER] Is this your dept. Concentrate on your damn portfolio and do your job. Took you and your dept long enough to announce the extension after we retaliated. Have some shame. ResignModi Resign_PM_Modi ResignPMmodi resi	0.035229143	0.9647708
[USER] [USER] [USER] [USER] I'm waiting for Mann ki baat🤭 What happened, don't look in mood!👏 I'm afraid to see such leadership in India 2021🤬 I'm afraid citizen of India will forget Crores of money pouring in🔥 Resign	0.5441945	0.45580548
[USER] Ain't that the bitch who's a nanny ?	0.03645626	0.9635438
I think she knows him. I wish the son of a bitch would have a massive stroke, but I also think, hea[CUR]™s very dangerous. Someone needs to tell us what hea[CUR]™s doing. Keep your friends close, keep your enemies closer. [URL]	0.04825406	0.951746
Who is responsible for oxygen? AndhBhakt Election_meeting NarendraModi ModiKaVaccineJumla ModiResign FarmLaws_NextPandemic SuspendSharjeelUsmni STUDENTSLIVESMATTERS cancel12thboardexams2021 COVIDEmergency Do you agree with me? ❤ Don't you agree with me?🔃 [URL]	0.8163992	0.18360075
I am angry. Angry that I have lost too many friends, colleagues and their loved ones over the last few weeks [USER] opines in [USER] [URL] | IndiaCovidCrisis	0.9775865	0.022413528
[USER] After crippling whole world economy and killing millions of people by their own BioWeapon Chinesevirus shameless Chinese government showing off economy growth. WuhanVirus Shameless China	0.078284316	0.9217157
Racist [USER].People working for covid but this racist fascist narcist attitude tejasvi firing the minorities. Totally idiot. Is yedaurappa became powerless in Karnataka? Fascism Banbjp ResignModi Resign_PM_Modi [URL]	0.02736599	0.97263396
this might piss off the homophobes in my town but I DONT CARE BECAUSE ITS PRIDE MONTH [URL]	0.05296505	0.9470349
Endless stream of heartbreaking news. What's Delhi government doing? Still O2 issue remains? CM should look into this source [URL] ExitModi ResignModi ResignPMmodi cancel12thboardexams2021 JusticeForShahabuddin AdarPoonawalla lockdown2021 ElectionResult	0.28785044	0.71214956
[USER] Always see the dumb bollocks as a challenge	0.022950431	0.9770496
[USER] Resignmodi immediately hand over to indian army soon as posible or else india is going to end ...Due to failure of Government ...	0.057333007	0.942667
it's always a bitch screaming bloody murder	0.048906773	0.9510932
[USER] [USER] Not enough characters on Twitter to add build back better Boris. Was it really that broke before? Both of you are useless. Only way to build back better, is to see numpties like you off. ResignModi resignjohnson	0.10922197	0.890778
Who is responsible for oxygen? AndhBhakt Election_meeting NarendraModi ModiKaVaccineJumla ModiResign FarmLaws_NextPandemic SuspendSharjeelUsmni STUDENTSLIVESMATTERS cancel12thboardexams2021 COVIDEmergency Do you agree with me? ❤ Don't you agree with me?🔃 [URL]	0.8163992	0.18360075
