	Sentence	Predicted label	Matched rule
185	FarmLaws_NextPandemic It's complete failure of Indian govt! People are dying in streets ! They cannot hide behind system ! They are responsible for this ! They have no right to stay in office !!! FarmLaws_NextPandemic ModiKaVaccineJumla [URL]	NOT	
186	"Trust me...if I like you I will dm you ""hey"" six times, then send 4 dick pics before getting very impatient for you to love me. Ita[CUR]™s gonna be beautiful. 🥰🥰"	HOF	['(u_1 / dick)']
187	[USER] I'm sorry Ron. Sending ❤ and healing energy. IndiaCovidCrisis	NOT	
188	"He was very quick. Not enough to get me to aggy, BUT I woulda[CUR]™ve yelled at his dumb ass. ""Come on dick head with those dumb ass dances, do that stupid shit at your house or something"" You know, keep it simple lol [URL]"	HOF	['(u_1 / shit)']
189	False promises and utter lies [USER] [USER] [USER] You are failed indianpolitics. nooxygen IndiaNeedsOxygen IndiaCovidCrisis gujaratgovernment	NOT	
190	History will always remember that Modi made the entire country a cremation ground to win just one state. He is a minister of only BJP party not a pm of india ,so resigned from the post of my country, you are a murderer of lots of people ResignPMmodi	NOT	
191	[USER] [USER] We need Ethan Winters to say it too.	NOT	
192	I still don't believe that the IPL will resume after a one week gap, in a newly created bubble in Mumbai. It looks like things have gone too far now. It may be a case of shifting the 2nd half to later in the year. IPL2021 iplsuspended IndiaCovidCrisis	NOT	
193	cancel12thboardexams2021 Resign_PM_Modi [USER] Because of your overconfidence and ignorance hundreds of indian citizens are dying everyday and now you are ignoring lakhs of student's daily plea to cancel exam... [URL]	NOT	
194	Horrible visual's the law in Bengal has failed, Bengal is also being made like Kashmir. We have to be cautious soon, else it can happen to anyone Pathetic situation in Bengal💔 BengalViolence BengalBurning	NOT	
195	How do the citizens make Big Corporations and Governments Accountable for misusing their Powers in evil ways and yet they continue and get away with all they do ? Where does this damn thing end ? Can't citizens do anything ?? JusticeForSushantSinghRajput ChineseVirus	NOT	
196	[USER] [USER] [USER] [USER] [USER] Ia[CUR]™m not a troll pussy	NOT	
197	[USER] Is this a good done or a fuck off done?	HOF	['(u_2 / fuck)']
198	It's really easy to get out negative emotions but when you have an abundance of love and shit and have no direction for these emotions, what kind of a negative impact does it have on you to experience good emotions, but have no direction for them?	HOF	['(u_1 / shit)']
199	ModiKaVaccineJumla RahulGandhi has not taken vaccination till now and is creating fear in people to step back to take vaccination. Be a responsible leader first.	NOT	
200	Just recieved my second shot. I am fully vaccinated! Screw you Covid! COVID19 CovidVaccine [URL]	NOT	
201	What a frustrating experience of Covd-19 vaccine. When I see that available stock is 50, then only I booked the slot. After I reached the hospital there was no vaccine available. CovidVaccine	NOT	
202	[USER] Bastard. You can tell him that.	NOT	
203	[USER] Go modii go. Ur sitting on pile of bodies of innocent ppl who trusted u. Ur an embarrassment to the nation. [USER] [USER] ResignPMmodi AmitShah	HOF	['(u_1 / embarrass :ARG1 (u_2 / you))']
204	Dear World, Religion is like a penis It's fine to have one and fine to be proud of, but please don't whip it out in public and start waving it around... and PLEASE don't try to shove it down my throat Sincerely, tired of hearing your religious guff😡 Islamophobia Sickularis	HOF	['(u_1 / penis)']
205	[USER] You son of a bitch	HOF	['(u_1 / bitch)']
206	[USER] [USER] Notably, though, the list does not include Jason Miller's hooker's publisher. Jason may be going through some things.	NOT	
207	5 at the back scum cunt 4 right backs and 4 centre backs balding fuck going out in the round of 16	HOF	['(u_2 / fuck)']
208	i've come to make an announcement: shadow the hedgehog is a bitch ass motherfucker.	HOF	['(u_859 / motherfucker)']
209	Why is Johnson trying to make us all American? The twat.	NOT	
210	"[USER] ""I'd better be."" Chuuya said playfully. He leaned his head against them once again and shifted a little closer. ""I'd hate to bloody my knuckles on some background bastard getting too touchy with my fluffy."""	HOF	['(u_1 / bastard)']
211	Alright which fucker pqrted this [URL]	HOF	['(u_2 / fuck)']
212	Today's Cowboys Report: - Cutting a CB? - PFF's Jaylon Smith trade idea? - The Malik Hooker situation explained WATCH: [URL]	NOT	
213	I have coworkers whose family and friends are sick and dying in India. Other offshore coworkers are sick themselves. Praying the international community does the right thing to help India. Yes, India's Covid crisis hurts everyone. PrayForIndia IndiaCovidCrisis [URL]	NOT	
214	Damn I really wish I was in a band again	NOT	
215	[USER] You know that story of father son and donkey. These liberals are like those villagers in the story	NOT	
216	ResignModi ExitModi Resign_PM_Modi ModiMadeDisaster [USER] [USER] [USER] [USER] I am ashamed of my Prime minister, my country and its jurisdiction, Democracy of india and it's 4 pillars. I am also ashamed of myself breathing and others struggling to breathe. [URL]	HOF	['(u_1 / shame :ARG0 (u_2 / shame|vulture|amr|elect|i|media|it|expose|you|have|obligate|support|nation|result|tell|person|get|vote|possible|religious|bastard|this|know|democracy|let|we|pull|and))']
217	Iono my head giver radar usually be on point if I think she can eat the dick I'm usually corrected 🤣	HOF	['(u_1 / dick)']
218	[USER] Delhi is already struggling because of high pollution levels....this is the reason why most people are suffering severely as their lungs are already damaged due to pollution....modi is a disaster for India as he was for Gujarat...ResignModi	NOT	
219	Agar me kisi apne ko kho du , due to lack of medical, beds and drugs facility . Whom should I blame ? Myself or my family Or the failed government [USER] SecondCOVIDWave IndiaCovidCrisis FailedPMModi murdererpmmodi	NOT	
220	The Government that Can't manage: Defeat Vaccines Oxygen Foreign Aid Pandemic Has No Right to Remain in Power Resign_PM_Modi To save further Loss of Lives...	NOT	
221	[USER] Not supporting what is happening in bengal. But where are you all can't you heard India screaming, crying 😰😭 where are you ??? People are dying , but you all just lie big lie dY™SdY™%0dY™^ tanashahi in India. [USER] please Resign_	NOT	
222	You are not only national but international embarrassment. For country's sake ResignPMmodi	HOF	['(u_1 / embarrass :ARG1 (u_2 / you))']
223	cancel12thboardexams2021 Resign_PM_Modi [USER] Because of your overconfidence and ignorance hundreds of indian citizens are dying everyday and now you are ignoring lakhs of student's daily plea to cancel exam...	NOT	
224	Life's a bitch so I had to pimp it	HOF	['(u_1 / bitch)']
225	"[USER] [USER] ""Why didn't you claw her, man?"" ""DUDE! She was swatting me and pushing with her bare hands. I wasn't gonna piss her off! God knows what she'd do!"""	HOF	['(u_1 / pissHYPHENoff)']
226	"""bts will never fuck you"" i am a lesbian"	HOF	['(u_2 / fuck)']
227	We should be ashamed as Indians 23000 millionaires is not a joke, we can't even treat our industrialists properly??? AdarPoonawalla IndiaCovidCrisis IndiansDyingModiEnjoying [URL]	NOT	
228	[USER] [USER] wasnt richard branson the same wanker who sued the nhs? and now he wants a say in how they run? fucking insanity	NOT	
229	Heart wrenching to see people gasping for air, left to themselves to die. Praying for the people of India. IndiaCovidCrisis COVID19India IndiaCovidCrisis	NOT	
230	I tweeted this last night, retweeting this morning because it is simply so extraordinary, and devastating. A real time thread of an Indian man trying to get oxygen for his loved one IndiaCovidCrisis [URL]	NOT	
231	C'mon Twitter.. do your thing. Make this greedy twat so embarrassed he hates to go to a game again. ChicagoFan [URL]	NOT	
232	'It's exhausting and gives me a lot of anxiety': Indians in Ireland on the Covid horrors back home. [URL] IndiaCovidCrisis 🇮🇳Ireland 🇮🇪 From [USER]	NOT	
233	This is anti-Islamic Law, This is against human Rights. Islamophobia in France [URL]	NOT	
234	US had similar number of cases per day, still Australians from America were allowed in, why is this discrimination only for India You will put them in jail for 5yrs if they travel to Australia. This is inhuman. IndiaCovidCrisis [URL]	NOT	
235	Is it common for dj's and artists to not get paid at an event charging [CUR]200-[CUR]300+ a ticket? Cuz what the fuck? dY~	HOF	['(u_2 / fuck)']
236	[USER] Fuck that shit	HOF	['(u_2 / fuck)']
237	Highly disturbing video... god have mercy.. please 🙏 COVIDSecondWaveInIndia ModiKaVaccineJumla [URL]	NOT	
238	[USER] [USER] [USER] Is this your dept. Concentrate on your damn portfolio and do your job. Took you and your dept long enough to announce the extension after we retaliated. Have some shame. ResignModi Resign_PM_Modi ResignPMmodi resi	HOF	['(u_1 / shame :ARG0 (u_2 / shame|vulture|amr|elect|i|media|it|expose|you|have|obligate|support|nation|result|tell|person|get|vote|possible|religious|bastard|this|know|democracy|let|we|pull|and))']
239	[USER] [USER] [USER] [USER] I'm waiting for Mann ki baat🤭 What happened, don't look in mood!👏 I'm afraid to see such leadership in India 2021🤬 I'm afraid citizen of India will forget Crores of money pouring in🔥 Resign	NOT	
240	[USER] Ain't that the bitch who's a nanny ?	HOF	['(u_1 / bitch)']
241	I think she knows him. I wish the son of a bitch would have a massive stroke, but I also think, hea[CUR]™s very dangerous. Someone needs to tell us what hea[CUR]™s doing. Keep your friends close, keep your enemies closer. [URL]	HOF	['(u_1 / bitch)']
242	Who is responsible for oxygen? AndhBhakt Election_meeting NarendraModi ModiKaVaccineJumla ModiResign FarmLaws_NextPandemic SuspendSharjeelUsmni STUDENTSLIVESMATTERS cancel12thboardexams2021 COVIDEmergency Do you agree with me? ❤ Don't you agree with me?🔃 [URL]	NOT	
243	I am angry. Angry that I have lost too many friends, colleagues and their loved ones over the last few weeks [USER] opines in [USER] [URL] | IndiaCovidCrisis	NOT	
244	[USER] After crippling whole world economy and killing millions of people by their own BioWeapon Chinesevirus shameless Chinese government showing off economy growth. WuhanVirus Shameless China	HOF	['(u_1 / shameless)']
245	Racist [USER].People working for covid but this racist fascist narcist attitude tejasvi firing the minorities. Totally idiot. Is yedaurappa became powerless in Karnataka? Fascism Banbjp ResignModi Resign_PM_Modi [URL]	NOT	
246	this might piss off the homophobes in my town but I DONT CARE BECAUSE ITS PRIDE MONTH [URL]	HOF	['(u_1 / pissHYPHENoff)']
247	Endless stream of heartbreaking news. What's Delhi government doing? Still O2 issue remains? CM should look into this source [URL] ExitModi ResignModi ResignPMmodi cancel12thboardexams2021 JusticeForShahabuddin AdarPoonawalla lockdown2021 ElectionResult	NOT	
248	[USER] Always see the dumb bollocks as a challenge	NOT	
249	[USER] Resignmodi immediately hand over to indian army soon as posible or else india is going to end ...Due to failure of Government ...	NOT	
250	it's always a bitch screaming bloody murder	HOF	['(u_1 / bitch)']
251	[USER] [USER] Not enough characters on Twitter to add build back better Boris. Was it really that broke before? Both of you are useless. Only way to build back better, is to see numpties like you off. ResignModi resignjohnson	HOF	['(u_1 / useless)']
252	Who is responsible for oxygen? AndhBhakt Election_meeting NarendraModi ModiKaVaccineJumla ModiResign FarmLaws_NextPandemic SuspendSharjeelUsmni STUDENTSLIVESMATTERS cancel12thboardexams2021 COVIDEmergency Do you agree with me? ❤ Don't you agree with me?🔃 [URL]	NOT	
253	People must understand not only they ruined our lives this ChineseVirus but national viruses are head bent to defame the one hope we have that is [USER] . It's China and his agents in India one should blame and not [USER] 🙏🏻 Jai hind [URL]	NOT	
254	I no I'll be losing sleep over big Pharma CEOs & stockholders being denied the ability to play God and make billion[CUR] off of the sick & dying. Enough of CovidBillionaires profiting off the deaths of the poor. WTO Biden COVID19 COVID19India CovidVaccine COVIDEmergency2021 [URL]	NOT	
