text_id	text	task_1	task_2	task_3
hasoc_en_156	[USER] I'll type slowly so you can understand. The GOP originated the request for the Steele dossier before they made trump their nominee. And Steele is a Brit (ally), not russian (adversary). Clinton is not a traitor but [USER] is. TrumpIsATraitor GOPComplicitTraitors	NOT	NONE	NONE
hasoc_en_157	It could be the Tom & Rory Show - just got to get rid of the elephant in the room .. BorisJohnsonShouldNotBePM CorbynMustGo BollockstoBrexit [URL]	NOT	NONE	NONE
hasoc_en_158	[USER] Dukarr 🐷🐽🇵🇰 Mullah's drying for business deals with 🇮🇳🕉 Bloody beggar's Allah ke naam de de, Chalo 🍅🍅 tamatar toh dedo !! 😂😂😂 INDvPAK CWC19 ModiJiSeMilnaHai FridayMotivation ModiSurgicalSnub ModiGlobalPower ImranKhan cwc11 imranhataomulkbachao	HOF	PRFN	UNT
hasoc_en_159	I love the selective memory & projecting from the right when they get owned 🙌🏼 HappyJohnMcCainDay2019 CadetBoneSpurs TrumpIsATraitor NPD FridayThoughts [URL]	NOT	NONE	NONE
hasoc_en_160	"[USER] You know what else is crazy is when a murderer has to play the race card to get off & even though everyone knows he did it, he claims he's going to find the ""real"" killers. Murderer 🔪🔪"	NOT	NONE	NONE
hasoc_en_161	[USER] ShameOnICC Now plz stop it...	NOT	NONE	NONE
hasoc_en_162	I appeal to all doctors in WestBengal and throughout country, to return to work, as only poor people suffering, I assure I shall fight against Bengal Govt and Central govt for better security 2doctors! DoctorsFightBack savethedoctors Indian Medical Association PrannoyRoy	NOT	NONE	NONE
hasoc_en_163	If all remaining get washed : NZ - 12 Ind - 11 Eng - 10 Aus - 10 WI - 9 SL - 9 Pak - 9 Bang - 8 SA - 6 Afg - 6 Semi Final Aus vs NZ (If rain continues), NZ Eng vs Ind (If rain continues), Ind Final Ind vs NZ (If rain continues), NZ - India will win jointly 🤣🤣. ShameOnICC	NOT	NONE	NONE
hasoc_en_164	What a honorable noble human being huh . douchebag [URL]	NOT	NONE	NONE
hasoc_en_165	[USER] A beautiful jail cell with a beautiful notepad to write beautiful love letters to Putin, Lil Rocket Man, Xi, and MBS..oh yeah and a big beautiful painted mural of John McCain and Robert Mueller on his cell walls! FuckTrump	NOT	NONE	NONE
hasoc_en_166	[USER] Russian elected twit is PutinsPuppet TrumpIsATraitor [URL]	NOT	NONE	NONE
hasoc_en_167	Oak Tree Given To IdiotTrump By Macron Dies Under Mysterious Circumstances [URL]	NOT	NONE	NONE
hasoc_en_168	HUMP DAY 9 [USER] FUCKTRUMP VoteBlueNoMatterWho [USER] [USER] [USER] [USER] [USER] [USER] 💩🤣 [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [URL]	NOT	NONE	NONE
hasoc_en_169	FuckTrump and his Birthday [URL]	NOT	NONE	NONE
hasoc_en_170	Think about that guy, who had planned a trip to UK from India just to watch IndVsNz , told all his friends about it, spent 3 lakh rupees on everything just to experience the same old rain. ShameOnICC	NOT	NONE	NONE
hasoc_en_171	[USER] Ex army men & Tory MPs Rory Stewart & Tobias Ellewood shudder at the thought of Boris as Pm in the year of the 75th anniversary of Dday. I wonder why! whereswally boris BorisJohnsonShouldNotBePM cowardsfollowcowards absentfathers [URL]	NOT	NONE	NONE
hasoc_en_172	[USER] It's pretty pathetic to have a social media acct dedicated to hating someone. 🙄 Ironic those people chanting things like LoveTrumpsHate LoveISLove are the same ones who say FuckTrump. Hypocrites.	NOT	NONE	NONE
hasoc_en_173	"""The One"" who Slays Aussies 🏏 [USER] INDvAUS CWC2019 cwc19 DhoniKeepsTheGlove"	NOT	NONE	NONE
hasoc_en_174	[USER] murderer, think of it's family!!!!	NOT	NONE	NONE
hasoc_en_175	[USER] [USER] Happy John McCain Day Cadet Bonespurs! JohnMcCainDay TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_176	[USER] Has she gone looking for any remaining fragments of her soul? Trump TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_177	[USER] [USER] Followed Ms. Goldman yesterday and blocked the MURDERER yesterday. I've followed you since that bad boy sued you. Please follow me! [URL]	NOT	NONE	NONE
hasoc_en_178	[USER] [USER] Happy JohnMcCainDay, [USER]! TrumpTheDraftDodger McCainTrumpsBday JohnMcCainAmericanHero TrumpIsATraitor JohnMcCainDay [URL]	NOT	NONE	NONE
hasoc_en_179	1 Stop Fashion Women Kurta [USER] Rs.199 (mrp-1107) [URL] More 1 Stop Fashion Offers [URL] [URL] DoctorsFightBack SaveBengal amazon flipkart deals dealoftheday amazingdeals offers discount JaiShreeRam ModiForAll	NOT	NONE	NONE
hasoc_en_180	Kamala Harris's plan to provide DREAMers a pathway to citizenship, explained Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_181	[USER] [USER] 🇺🇸The best way to show your commitment to real criminal justice reform would be to get rid of the criminal in the White House. NOW! TrumpIsATraitor DoSomethingGOP	NOT	NONE	NONE
hasoc_en_182	[USER] FBI agents Struck and Paige were fired because they exercised freedom of speech speech TrumpIsATraitor 45IsAcriminal TrumpCrimeFamily McConnellMustGo McConnellChaoCorruption	NOT	NONE	NONE
hasoc_en_183	Correct. Now is not the time for moderation. You cannot be moderate with your head inside the tiger's mouth. FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_184	Like Seriously!!! This is what i literally tell my friends everyday! Health water hydrated healthy WorldBloodDonorDay NBAFinals FridayMotivation FridayFeeling ShameonICC WeTheNorth instagramdown India meme SarcasmOnly [URL]	NOT	NONE	NONE
hasoc_en_185	stopboris BorisJohnsonShouldNotBePM borisdoesnotrepresentme C4Debate [USER] What an inspirational woman you are Francesca... [URL]	NOT	NONE	NONE
hasoc_en_186	A billion Cricket fans waited four years to watch how it rains in England and how the cricket grounds are becoming swimming pools ShameOnICC CWC19 [URL]	NOT	NONE	NONE
hasoc_en_187	Chernobyl ShameOnICC Akimov: The turbine is going too slow for the test to deliver any valid results, & If we add mor.... Dyatlov: [URL]	NOT	NONE	NONE
hasoc_en_188	[USER] i appeal to all doctors through this channel ... that if you all are doing strike then do for years for all the responsible not for the common people who are helpless.... You all are second god ....... DoctorsFightBack DoctorsProtest DoctorsStrike [USER]	NOT	NONE	NONE
hasoc_en_189	"""Ron Goldman's sister hails him as 'hero' in first interview since OJ Simpson trial"" Source: [URL] RonGoldman KimGoldman FredGoldman NicoleBrownSimpson OJ OJSimpson TheJuice Murderer"	NOT	NONE	NONE
hasoc_en_190	[USER] [USER] [USER] I fully endorse You Sir..... This is about our NationalPride ....... I am of the Opinion DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_191	[USER] Happy JohnMcCainDay fucktrump AmericansForImpeachment	NOT	NONE	NONE
hasoc_en_192	Trump's GOP allies privately cringe at dirt comments Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_193	If u r living today it's bcoz of doctors.. Savethedoctors DoctorsFightBack MamataLosingControl [USER] .... [URL]	NOT	NONE	NONE
hasoc_en_194	Must Listen! I Stand With NRS [URL] via [USER] NRS SAVEDOCTORS India NEWS WestBengal MamataLosingControl DoctorsFightBack DoctorsStrike DoctorsProtest	NOT	NONE	NONE
hasoc_en_195	Anderson Cooper: All of Trump's threats were about nothing Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_196	[USER] Have some sense 😂 Just creating issue out of nothing DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_197	DhoniKeepTheGlove dear icc you may not know but that logo is not political nor religious it is a logo of a army regiment so ms dhoni did nothing wrong DhoniKeepsTheGlove icc please research on it	NOT	NONE	NONE
hasoc_en_198	I knew the police wouldn't do anything. So I am doing something. Feel how you will. I don't care. Just be safe. His Twitter is beardedweirdness. Don't kill him. rapist MeToo becareful arthurcampos	NOT	NONE	NONE
hasoc_en_199	[USER] He thinks that HE is the maligned one, just like Twitler. I will avoid that murderer.	NOT	NONE	NONE
hasoc_en_200	ShameOnICC focuses on Ground instead of doing Glove issue. Already I paid for the ticket.😂 [URL]	NOT	NONE	NONE
hasoc_en_201	[USER] ShameOnICC this CWC19 winner is the incredible , undisputed ,reigning , attacker ,the powerhitter the pain none other than the england rain [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [URL]	NOT	NONE	NONE
hasoc_en_202	[USER] [USER] [USER] [USER] FireKellyanne TrumpIsATraitor McCainsAHero JohnMcCainDayJune14 and do not forget PenceKnewEverything	NOT	NONE	NONE
hasoc_en_203	Trump says Kim has 'kept his word' hours after Bolton said he hasn't Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_204	Here are things you must know if you're Hindu. WorldBloodDonorDay ShameOnICC SaveBengal FridayFeeling SCOSummit2019 MenInBlackReview TheUnmissableMeeting doctorsstrike ENGvWI spiritual cultural hindu hinduism ABrandNewDayOutNow [URL]	NOT	NONE	NONE
hasoc_en_205	News is hard to take. I will hold the belief, that no matter what it looks like- This President will be gone- somehow someway. My wish- WE WOULD SHOW HIS CORRUPTION ON TV- NOW - IN IMPEACHMENT HEARINGS. PLEASE SOMEONE EXPLAIN to me why this isn't happening? TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_206	[USER] [USER] [USER] Progressives like this fool love these kinds of weapons Murderer	NOT	NONE	NONE
hasoc_en_207	[USER] ICCWorldCup2019 will turn out to be a swimming competition. ShameOnICC	NOT	NONE	NONE
hasoc_en_208	[USER] [USER] HAPPY JOHN MC CAIN DAY! fucktrump trumpcolluded lazysumbitch	NOT	NONE	NONE
hasoc_en_209	Pete Buttigieg just gave his first foreign policy speech. He offered 5 clear proposals. Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_210	Whats [USER] priority in life? ModiJiPleaseInkoKaamDo AbortionIsMurder INDvAUS AUSvIND INDvsAUS DhoniKeepTheGlove JusticeForTwinkleSharma JusticeForFarishta Bharat FreePrashantNow DhoniKeepsTheGlove WestBengal Tirupati GabbarisBack SachinOpensAgain starc	NOT	NONE	NONE
hasoc_en_211	Chris Georgiou - Bojo in the House [URL] via [USER] check it out, absolutely brilliant! [USER] BorisJohnson BoJo BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_212	DoctorsProtest DoctorsStrike DoctorStrike DoctorsFightBack DoctorsUnderOppression Doctors REMEMBER DR. KAFEEL KHAN FROM UttarPradesh ❓ HE WAS JAILED BY [USER] GOVERNMENT‼ Doctors SHOULD HAVE FOUGHT BACK THEN TOO‼ ANYTHING POLITICAL ABOUT IT ‼❓ [URL]	NOT	NONE	NONE
hasoc_en_213	[USER] You are a crook and a national embarrassment. FUCKTRUMP impeach45 Happy JohnMcCainDay	HOF	OFFN	TIN
hasoc_en_214	[USER] a 'Johnson' is slang for a penis. Dickhead NominativeDeterminism ToriesOut PeoplesVote Blindingobvious	HOF	OFFN	TIN
hasoc_en_215	Japanese internment camp all over again but with latinos kids! This shit is going way too far now!! Family separation has been upgraded!!! FuckTrump Bernie2020 BernieSanders [URL]	NOT	NONE	NONE
hasoc_en_216	And what who are they going to gun down loser Trump in the WH? dickhead [URL]	NOT	NONE	NONE
hasoc_en_217	Thats The Story Of Indian Batting....When Our Top-3 Clicks...We Dont Need Any Stable No.4...We Just Need Finishers🤩 GermanyCheersForIndia INDvAUS ICCWorldCup2019 AUSvIND AusVsInd Dhoni DhoniKeepsTheGlove Shikhar Rohit Kohli pandya	NOT	NONE	NONE
hasoc_en_218	womensrights humanrights fucktrump 'U.S. court rules against Trump administration in immigrant teen abortion case' - [URL]	NOT	NONE	NONE
hasoc_en_219	"[USER] ""I was such an amazing quarterback in high school, that I can tell you. Watch these 50 year old videos..."" 🙄 Dolt45 loves to prove over and over again what a PATHETIC LOSER he is. Can you please for one day show just a little bit of class? Douchebag"	HOF	OFFN	TIN
hasoc_en_220	UAE investors hit as dodgy halal firm IMAJewels folds up in India [URL] Imafraud Imascam Bengaluru Ponzi UAE Halal	NOT	NONE	NONE
hasoc_en_221	[USER] [USER] I suppose he'll be celebrating his birthday at one of his golf properties on taxpayer money?? TrumpIsATraitor ResignAndGiveAmericaAGift [URL]	NOT	NONE	NONE
hasoc_en_222	BCCI should recall team India back from ICC CWC, next day hi ICC would allow to play in army uniform DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_223	[USER] Glad to see her go, hate to watch her leave. Who's up to replace her? Mad Dog Hate Speech Pirro? fucktrump trump2020 [URL]	NOT	NONE	NONE
hasoc_en_224	Muchas Gracias a [USER] for thus great review of the Spanish edition of my pool, The Poet and the murderer Lecturas de Undine: RESENA: 'LA POETA Y EL ASESINO', SIMON WORRALL TrueCrime Forgery [URL]	NOT	NONE	NONE
hasoc_en_225	What's wrong there!?? Rain is interrupted [USER] England! shameonICC ENGvWI Rain Can we see a complete match today?	NOT	NONE	NONE
hasoc_en_226	If required boycott tournament. DhoniKeepTheGlove DhoniKeepsTheGlove Dhoni	NOT	NONE	NONE
hasoc_en_227	The Press is not the enemy of the people. TrumpIsATraitor JohnMcCainDayJune14th [URL]	NOT	NONE	NONE
hasoc_en_228	It is not a 'brand logo' that he is not put for money, 'it is its symbol of pride' DhoniKeepsTheGlove [URL]	NOT	NONE	NONE
hasoc_en_229	[USER] Gag reflex kicking in. TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_230	Stand by the doctors , with the doctors. They need support and world needs to interfere . UNO DoctorsProtest DoctorsFightBack	NOT	NONE	NONE
hasoc_en_231	[USER] [USER] FuckTrump I will never forget what you did to the CentralParkFive! Now known as the ExoneratedFive [URL]	NOT	NONE	NONE
hasoc_en_232	[USER] With you there Councillor BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_233	The best part: India will host the 2023 Cricket World Cup. Just compare the Grounds, Spectators, Advertisements, Opening Ceremony, Rain Management, Schedule and Venues, And the Fan Support. That'll be enough to put the ECB to shame. ShameOnICC BCCI	NOT	NONE	NONE
hasoc_en_234	Some of the GOP in Congress I find utterly disgusting. It's almost impossible to listen to them try to justify fucked up trump. It's really disheartening FuckTrump FuckTheGOP	HOF	PRFN	TIN
hasoc_en_235	[USER] And he looks like a bag of guts. TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_236	Makes sense, which is tragic. TrumpisaCriminal TrumpisaTraitor [URL]	NOT	NONE	NONE
hasoc_en_237	[USER] [USER] This man completely nailed Mamata, her politics and her hypocrisy. DoctorsFightBack [URL]	NOT	NONE	NONE
hasoc_en_238	DhoniKeepsTheGlove We support Dhoni... It's pride of India...	NOT	NONE	NONE
hasoc_en_239	[USER] who are these ppl replying to you and why are they annoying fucktrump	NOT	NONE	NONE
hasoc_en_240	I think word cup should be conducted by BCCI. ICC doesn't have enough funds to cover ground also😂😂 ShameOnICC	NOT	NONE	NONE
hasoc_en_241	[USER] Walk around Adam Shifty's LA district and then tell me what kind of a politician he is. douchebag	NOT	NONE	NONE
hasoc_en_242	DoctorsFightBack | The incident happened on 10th and today is the 14th. What has been done? The hostels have been trespassed upon, the protestors have been threatened: Dr Swati, Media Representative, Resident Doctors Association, AIIMS [URL]	NOT	NONE	NONE
hasoc_en_243	Trump is loyal only to Russia, Saudi Arabia, and himself. TrumpIsATraitor TrumpRussia ImpeachmentInquiryNow impeachTrump [URL]	NOT	NONE	NONE
hasoc_en_244	Doctors of Khurda district headquarters hospital join all-India protest against violence on junior doctors in West Bengal by wearing black badges DoctorsFightBack DoctorsStrike Odisha [URL]	NOT	NONE	NONE
hasoc_en_245	This is a misconceived logic. Supporting events are held in the backdrop of different spirit. If all the teams start wearing such insignias to highlight their respective army's sacrifices , the supporting grounds would become battle grounds. DhoniKeepsTheGlove [URL]	NOT	NONE	NONE
hasoc_en_246	Disappointment Remains ShameOnICC [URL]	NOT	NONE	NONE
hasoc_en_247	shameonicc from my childhood I didn't watched a rainy world cup session like this. Waited 4 years to watch this rainy CWC19 cup will be shared by all the participant countries.	NOT	NONE	NONE
hasoc_en_248	DhoniKeepsTheGlove Salute to the Para Spl forces & it's martyrs, thanks Dhoni for having the Balidan badge inUr gloves. 1.3billion Indians r paying their tribute to the Para spl forces with U. Hope good sense prevails on ICC, else it is known U pay the price for Ur own mistakes	NOT	NONE	NONE
hasoc_en_249	If the US wanted war with Iran, they had their pretexts for war long ago. America fears Iran's ambitious military program, they know the consequences that will follow will be severe. The White House has really backed themselves in a tight corner on this one. IdiotTrump	NOT	NONE	NONE
hasoc_en_250	The great thing about all the Nazis, right wingers, alt right types and the rest of the fascist maggots on Twitter is this: you can BLOCK them and UNFOLLOW them. It's really makes me happy not to deal with or see their bullshit fucktrump [URL]	HOF	PRFN	UNT
hasoc_en_251	[USER] Why are you on Twitter instead of out tracking down the REAL killer? Ha ha ha!!! Murderer	NOT	NONE	NONE
hasoc_en_252	IMA jewels grand opening at Jayanagar interview with CEO of IMA Group Mansoor Ali khan with Media Supporter IMA IMAJewelsFraud IMAJewels IMAScam IMAFraud MansoorKhan Bangalore [URL]	NOT	NONE	NONE
